longitude,latitude,year,tp
21.0,57.599998474121094,2018,
21.0,57.599998474121094,2019,
21.0,57.599998474121094,2020,
21.0,57.5,2016,
21.0,57.5,2017,
21.0,57.5,2018,
21.0,57.5,2019,
21.0,57.5,2020,
21.0,57.400001525878906,2016,
21.0,57.400001525878906,2017,
21.0,57.400001525878906,2018,
21.0,57.400001525878906,2019,
21.0,57.400001525878906,2020,
21.0,57.29999923706055,2016,
21.0,57.29999923706055,2017,
21.0,57.29999923706055,2018,
21.0,57.29999923706055,2019,
21.0,57.29999923706055,2020,
21.0,57.20000076293945,2016,
21.0,57.20000076293945,2017,
21.0,57.20000076293945,2018,
21.0,57.20000076293945,2019,
21.0,57.20000076293945,2020,
21.0,57.099998474121094,2016,
21.0,57.099998474121094,2017,
21.0,57.099998474121094,2018,
21.0,57.099998474121094,2019,
21.0,57.099998474121094,2020,
21.0,57.0,2016,
21.0,57.0,2017,
21.0,57.0,2018,
21.0,57.0,2019,
21.0,57.0,2020,
21.100000381469727,60.0,2016,
21.100000381469727,60.0,2017,
21.100000381469727,60.0,2018,
21.100000381469727,60.0,2019,
21.100000381469727,60.0,2020,
21.100000381469727,59.900001525878906,2016,
21.100000381469727,59.900001525878906,2017,
21.100000381469727,59.900001525878906,2018,
21.100000381469727,59.900001525878906,2019,
21.100000381469727,59.900001525878906,2020,
21.100000381469727,59.79999923706055,2016,
21.100000381469727,59.79999923706055,2017,
21.100000381469727,59.79999923706055,2018,
21.100000381469727,59.79999923706055,2019,
21.100000381469727,59.79999923706055,2020,
21.100000381469727,59.70000076293945,2016,
21.100000381469727,59.70000076293945,2017,
21.100000381469727,59.70000076293945,2018,
21.100000381469727,59.70000076293945,2019,
21.100000381469727,59.70000076293945,2020,
21.100000381469727,59.599998474121094,2016,
21.100000381469727,59.599998474121094,2017,
21.100000381469727,59.599998474121094,2018,
21.100000381469727,59.599998474121094,2019,
21.100000381469727,59.599998474121094,2020,
21.100000381469727,59.5,2016,
21.100000381469727,59.5,2017,
21.100000381469727,59.5,2018,
21.100000381469727,59.5,2019,
21.100000381469727,59.5,2020,
21.100000381469727,59.400001525878906,2016,
21.100000381469727,59.400001525878906,2017,
21.100000381469727,59.400001525878906,2018,
21.100000381469727,59.400001525878906,2019,
21.100000381469727,59.400001525878906,2020,
21.100000381469727,59.29999923706055,2016,
21.100000381469727,59.29999923706055,2017,
21.100000381469727,59.29999923706055,2018,
21.100000381469727,59.29999923706055,2019,
21.100000381469727,59.29999923706055,2020,
21.100000381469727,59.20000076293945,2016,
21.100000381469727,59.20000076293945,2017,
21.100000381469727,59.20000076293945,2018,
21.100000381469727,59.20000076293945,2019,
21.100000381469727,59.20000076293945,2020,
21.100000381469727,59.099998474121094,2016,
21.100000381469727,59.099998474121094,2017,
21.100000381469727,59.099998474121094,2018,
21.100000381469727,59.099998474121094,2019,
21.100000381469727,59.099998474121094,2020,
21.100000381469727,59.0,2016,
21.100000381469727,59.0,2017,
21.100000381469727,59.0,2018,
21.100000381469727,59.0,2019,
21.100000381469727,59.0,2020,
21.100000381469727,58.900001525878906,2016,
21.100000381469727,58.900001525878906,2017,
21.100000381469727,58.900001525878906,2018,
21.100000381469727,58.900001525878906,2019,
21.100000381469727,58.900001525878906,2020,
21.100000381469727,58.79999923706055,2016,
21.100000381469727,58.79999923706055,2017,
21.100000381469727,58.79999923706055,2018,
21.100000381469727,58.79999923706055,2019,
21.100000381469727,58.79999923706055,2020,
21.100000381469727,58.70000076293945,2016,
21.100000381469727,58.70000076293945,2017,
21.100000381469727,58.70000076293945,2018,
21.100000381469727,58.70000076293945,2019,
21.100000381469727,58.70000076293945,2020,
21.100000381469727,58.599998474121094,2016,
21.100000381469727,58.599998474121094,2017,
21.100000381469727,58.599998474121094,2018,
21.100000381469727,58.599998474121094,2019,
21.100000381469727,58.599998474121094,2020,
21.100000381469727,58.5,2016,
21.100000381469727,58.5,2017,
21.100000381469727,58.5,2018,
21.100000381469727,58.5,2019,
21.100000381469727,58.5,2020,
21.100000381469727,58.400001525878906,2016,
21.100000381469727,58.400001525878906,2017,
21.100000381469727,58.400001525878906,2018,
21.100000381469727,58.400001525878906,2019,
21.100000381469727,58.400001525878906,2020,
21.100000381469727,58.29999923706055,2016,
21.100000381469727,58.29999923706055,2017,
21.100000381469727,58.29999923706055,2018,
21.100000381469727,58.29999923706055,2019,
21.100000381469727,58.29999923706055,2020,
21.100000381469727,58.20000076293945,2016,
21.100000381469727,58.20000076293945,2017,
21.100000381469727,58.20000076293945,2018,
21.100000381469727,58.20000076293945,2019,
21.100000381469727,58.20000076293945,2020,
21.100000381469727,58.099998474121094,2016,
21.100000381469727,58.099998474121094,2017,
21.100000381469727,58.099998474121094,2018,
21.100000381469727,58.099998474121094,2019,
21.100000381469727,58.099998474121094,2020,
21.100000381469727,58.0,2016,
21.100000381469727,58.0,2017,
21.100000381469727,58.0,2018,
21.100000381469727,58.0,2019,
21.100000381469727,58.0,2020,
21.100000381469727,57.900001525878906,2016,
21.100000381469727,57.900001525878906,2017,
21.100000381469727,57.900001525878906,2018,
21.100000381469727,57.900001525878906,2019,
21.100000381469727,57.900001525878906,2020,
21.100000381469727,57.79999923706055,2016,
21.100000381469727,57.79999923706055,2017,
21.100000381469727,57.79999923706055,2018,
21.100000381469727,57.79999923706055,2019,
21.100000381469727,57.79999923706055,2020,
21.100000381469727,57.70000076293945,2016,
21.100000381469727,57.70000076293945,2017,
21.100000381469727,57.70000076293945,2018,
21.100000381469727,57.70000076293945,2019,
21.100000381469727,57.70000076293945,2020,
21.100000381469727,57.599998474121094,2016,
21.100000381469727,57.599998474121094,2017,
21.100000381469727,57.599998474121094,2018,
21.100000381469727,57.599998474121094,2019,
21.100000381469727,57.599998474121094,2020,
21.100000381469727,57.5,2016,
21.100000381469727,57.5,2017,
21.100000381469727,57.5,2018,
21.100000381469727,57.5,2019,
21.100000381469727,57.5,2020,
21.100000381469727,57.400001525878906,2016,
21.100000381469727,57.400001525878906,2017,
21.100000381469727,57.400001525878906,2018,
21.100000381469727,57.400001525878906,2019,
21.100000381469727,57.400001525878906,2020,
21.100000381469727,57.29999923706055,2016,
21.100000381469727,57.29999923706055,2017,
21.100000381469727,57.29999923706055,2018,
21.100000381469727,57.29999923706055,2019,
21.100000381469727,57.29999923706055,2020,
21.100000381469727,57.20000076293945,2016,
21.100000381469727,57.20000076293945,2017,
21.100000381469727,57.20000076293945,2018,
21.100000381469727,57.20000076293945,2019,
21.100000381469727,57.20000076293945,2020,
21.100000381469727,57.099998474121094,2016,
21.100000381469727,57.099998474121094,2017,
21.100000381469727,57.099998474121094,2018,
21.100000381469727,57.099998474121094,2019,
21.100000381469727,57.099998474121094,2020,
21.100000381469727,57.0,2016,
21.100000381469727,57.0,2017,
21.100000381469727,57.0,2018,
21.100000381469727,57.0,2019,
21.100000381469727,57.0,2020,
21.200000762939453,60.0,2016,
21.200000762939453,60.0,2017,
21.200000762939453,60.0,2018,
21.200000762939453,60.0,2019,
21.200000762939453,60.0,2020,
21.200000762939453,59.900001525878906,2016,
21.200000762939453,59.900001525878906,2017,
21.200000762939453,59.900001525878906,2018,
21.200000762939453,59.900001525878906,2019,
21.200000762939453,59.900001525878906,2020,
21.200000762939453,59.79999923706055,2016,
21.200000762939453,59.79999923706055,2017,
21.200000762939453,59.79999923706055,2018,
21.200000762939453,59.79999923706055,2019,
21.200000762939453,59.79999923706055,2020,
21.200000762939453,59.70000076293945,2016,
21.200000762939453,59.70000076293945,2017,
21.200000762939453,59.70000076293945,2018,
21.200000762939453,59.70000076293945,2019,
21.200000762939453,59.70000076293945,2020,
21.200000762939453,59.599998474121094,2016,
21.200000762939453,59.599998474121094,2017,
21.200000762939453,59.599998474121094,2018,
21.200000762939453,59.599998474121094,2019,
21.200000762939453,59.599998474121094,2020,
21.200000762939453,59.5,2016,
21.200000762939453,59.5,2017,
21.200000762939453,59.5,2018,
21.200000762939453,59.5,2019,
21.200000762939453,59.5,2020,
21.200000762939453,59.400001525878906,2016,
21.200000762939453,59.400001525878906,2017,
21.200000762939453,59.400001525878906,2018,
21.200000762939453,59.400001525878906,2019,
21.200000762939453,59.400001525878906,2020,
21.200000762939453,59.29999923706055,2016,
21.200000762939453,59.29999923706055,2017,
21.200000762939453,59.29999923706055,2018,
21.200000762939453,59.29999923706055,2019,
21.200000762939453,59.29999923706055,2020,
21.200000762939453,59.20000076293945,2016,
21.200000762939453,59.20000076293945,2017,
21.200000762939453,59.20000076293945,2018,
21.200000762939453,59.20000076293945,2019,
21.200000762939453,59.20000076293945,2020,
21.200000762939453,59.099998474121094,2016,
21.200000762939453,59.099998474121094,2017,
21.200000762939453,59.099998474121094,2018,
21.200000762939453,59.099998474121094,2019,
21.200000762939453,59.099998474121094,2020,
21.200000762939453,59.0,2016,
21.200000762939453,59.0,2017,
21.200000762939453,59.0,2018,
21.200000762939453,59.0,2019,
21.200000762939453,59.0,2020,
21.200000762939453,58.900001525878906,2016,
21.200000762939453,58.900001525878906,2017,
21.200000762939453,58.900001525878906,2018,
21.200000762939453,58.900001525878906,2019,
21.200000762939453,58.900001525878906,2020,
21.200000762939453,58.79999923706055,2016,
21.200000762939453,58.79999923706055,2017,
21.200000762939453,58.79999923706055,2018,
21.200000762939453,58.79999923706055,2019,
21.200000762939453,58.79999923706055,2020,
21.200000762939453,58.70000076293945,2016,
21.200000762939453,58.70000076293945,2017,
21.200000762939453,58.70000076293945,2018,
21.200000762939453,58.70000076293945,2019,
21.200000762939453,58.70000076293945,2020,
21.200000762939453,58.599998474121094,2016,
21.200000762939453,58.599998474121094,2017,
21.200000762939453,58.599998474121094,2018,
21.200000762939453,58.599998474121094,2019,
21.200000762939453,58.599998474121094,2020,
21.200000762939453,58.5,2016,
21.200000762939453,58.5,2017,
21.200000762939453,58.5,2018,
21.200000762939453,58.5,2019,
21.200000762939453,58.5,2020,
21.200000762939453,58.400001525878906,2016,
21.200000762939453,58.400001525878906,2017,
21.200000762939453,58.400001525878906,2018,
21.200000762939453,58.400001525878906,2019,
21.200000762939453,58.400001525878906,2020,
21.200000762939453,58.29999923706055,2016,
21.200000762939453,58.29999923706055,2017,
21.200000762939453,58.29999923706055,2018,
21.200000762939453,58.29999923706055,2019,
21.200000762939453,58.29999923706055,2020,
21.200000762939453,58.20000076293945,2016,
21.200000762939453,58.20000076293945,2017,
21.200000762939453,58.20000076293945,2018,
21.200000762939453,58.20000076293945,2019,
21.200000762939453,58.20000076293945,2020,
21.200000762939453,58.099998474121094,2016,
21.200000762939453,58.099998474121094,2017,
21.200000762939453,58.099998474121094,2018,
21.200000762939453,58.099998474121094,2019,
21.200000762939453,58.099998474121094,2020,
21.200000762939453,58.0,2016,
21.200000762939453,58.0,2017,
21.200000762939453,58.0,2018,
21.200000762939453,58.0,2019,
21.200000762939453,58.0,2020,
21.200000762939453,57.900001525878906,2016,
21.200000762939453,57.900001525878906,2017,
21.200000762939453,57.900001525878906,2018,
21.200000762939453,57.900001525878906,2019,
21.200000762939453,57.900001525878906,2020,
21.200000762939453,57.79999923706055,2016,
21.200000762939453,57.79999923706055,2017,
21.200000762939453,57.79999923706055,2018,
21.200000762939453,57.79999923706055,2019,
21.200000762939453,57.79999923706055,2020,
21.200000762939453,57.70000076293945,2016,
21.200000762939453,57.70000076293945,2017,
21.200000762939453,57.70000076293945,2018,
21.200000762939453,57.70000076293945,2019,
21.200000762939453,57.70000076293945,2020,
21.200000762939453,57.599998474121094,2016,
21.200000762939453,57.599998474121094,2017,
21.200000762939453,57.599998474121094,2018,
21.200000762939453,57.599998474121094,2019,
21.200000762939453,57.599998474121094,2020,
21.200000762939453,57.5,2016,
21.200000762939453,57.5,2017,
21.200000762939453,57.5,2018,
21.200000762939453,57.5,2019,
21.200000762939453,57.5,2020,
21.200000762939453,57.400001525878906,2016,
21.200000762939453,57.400001525878906,2017,
21.200000762939453,57.400001525878906,2018,
21.200000762939453,57.400001525878906,2019,
21.200000762939453,57.400001525878906,2020,
21.200000762939453,57.29999923706055,2016,
21.200000762939453,57.29999923706055,2017,
21.200000762939453,57.29999923706055,2018,
21.200000762939453,57.29999923706055,2019,
21.200000762939453,57.29999923706055,2020,
21.200000762939453,57.20000076293945,2016,
21.200000762939453,57.20000076293945,2017,
21.200000762939453,57.20000076293945,2018,
21.200000762939453,57.20000076293945,2019,
21.200000762939453,57.20000076293945,2020,
21.200000762939453,57.099998474121094,2016,
21.200000762939453,57.099998474121094,2017,
21.200000762939453,57.099998474121094,2018,
21.200000762939453,57.099998474121094,2019,
21.200000762939453,57.099998474121094,2020,
21.200000762939453,57.0,2016,
21.200000762939453,57.0,2017,
21.200000762939453,57.0,2018,
21.200000762939453,57.0,2019,
21.200000762939453,57.0,2020,
21.299999237060547,60.0,2016,
21.299999237060547,60.0,2017,
21.299999237060547,60.0,2018,
21.299999237060547,60.0,2019,
21.299999237060547,60.0,2020,
21.299999237060547,59.900001525878906,2016,
21.299999237060547,59.900001525878906,2017,
21.299999237060547,59.900001525878906,2018,
21.299999237060547,59.900001525878906,2019,
21.299999237060547,59.900001525878906,2020,
21.299999237060547,59.79999923706055,2016,
21.299999237060547,59.79999923706055,2017,
21.299999237060547,59.79999923706055,2018,
21.299999237060547,59.79999923706055,2019,
21.299999237060547,59.79999923706055,2020,
21.299999237060547,59.70000076293945,2016,
21.299999237060547,59.70000076293945,2017,
21.299999237060547,59.70000076293945,2018,
21.299999237060547,59.70000076293945,2019,
21.299999237060547,59.70000076293945,2020,
21.299999237060547,59.599998474121094,2016,
21.299999237060547,59.599998474121094,2017,
21.299999237060547,59.599998474121094,2018,
21.299999237060547,59.599998474121094,2019,
21.299999237060547,59.599998474121094,2020,
21.299999237060547,59.5,2016,
21.299999237060547,59.5,2017,
21.299999237060547,59.5,2018,
21.299999237060547,59.5,2019,
21.299999237060547,59.5,2020,
21.299999237060547,59.400001525878906,2016,
21.299999237060547,59.400001525878906,2017,
21.299999237060547,59.400001525878906,2018,
21.299999237060547,59.400001525878906,2019,
21.299999237060547,59.400001525878906,2020,
21.299999237060547,59.29999923706055,2016,
21.299999237060547,59.29999923706055,2017,
21.299999237060547,59.29999923706055,2018,
21.299999237060547,59.29999923706055,2019,
21.299999237060547,59.29999923706055,2020,
21.299999237060547,59.20000076293945,2016,
21.299999237060547,59.20000076293945,2017,
21.299999237060547,59.20000076293945,2018,
21.299999237060547,59.20000076293945,2019,
21.299999237060547,59.20000076293945,2020,
21.299999237060547,59.099998474121094,2016,
21.299999237060547,59.099998474121094,2017,
21.299999237060547,59.099998474121094,2018,
21.299999237060547,59.099998474121094,2019,
21.299999237060547,59.099998474121094,2020,
21.299999237060547,59.0,2016,
21.299999237060547,59.0,2017,
21.299999237060547,59.0,2018,
21.299999237060547,59.0,2019,
21.299999237060547,59.0,2020,
21.299999237060547,58.900001525878906,2016,
21.299999237060547,58.900001525878906,2017,
21.299999237060547,58.900001525878906,2018,
21.299999237060547,58.900001525878906,2019,
21.299999237060547,58.900001525878906,2020,
21.299999237060547,58.79999923706055,2016,
21.299999237060547,58.79999923706055,2017,
21.299999237060547,58.79999923706055,2018,
21.299999237060547,58.79999923706055,2019,
21.299999237060547,58.79999923706055,2020,
21.299999237060547,58.70000076293945,2016,
21.299999237060547,58.70000076293945,2017,
21.299999237060547,58.70000076293945,2018,
21.299999237060547,58.70000076293945,2019,
21.299999237060547,58.70000076293945,2020,
21.299999237060547,58.599998474121094,2016,
21.299999237060547,58.599998474121094,2017,
21.299999237060547,58.599998474121094,2018,
21.299999237060547,58.599998474121094,2019,
21.299999237060547,58.599998474121094,2020,
21.299999237060547,58.5,2016,
21.299999237060547,58.5,2017,
21.299999237060547,58.5,2018,
21.299999237060547,58.5,2019,
21.299999237060547,58.5,2020,
21.299999237060547,58.400001525878906,2016,
21.299999237060547,58.400001525878906,2017,
21.299999237060547,58.400001525878906,2018,
21.299999237060547,58.400001525878906,2019,
21.299999237060547,58.400001525878906,2020,
21.299999237060547,58.29999923706055,2016,
21.299999237060547,58.29999923706055,2017,
21.299999237060547,58.29999923706055,2018,
21.299999237060547,58.29999923706055,2019,
21.299999237060547,58.29999923706055,2020,
21.299999237060547,58.20000076293945,2016,
21.299999237060547,58.20000076293945,2017,
21.299999237060547,58.20000076293945,2018,
21.299999237060547,58.20000076293945,2019,
21.299999237060547,58.20000076293945,2020,
21.299999237060547,58.099998474121094,2016,
21.299999237060547,58.099998474121094,2017,
21.299999237060547,58.099998474121094,2018,
21.299999237060547,58.099998474121094,2019,
21.299999237060547,58.099998474121094,2020,
21.299999237060547,58.0,2016,
21.299999237060547,58.0,2017,
21.299999237060547,58.0,2018,
21.299999237060547,58.0,2019,
21.299999237060547,58.0,2020,
21.299999237060547,57.900001525878906,2016,
21.299999237060547,57.900001525878906,2017,
21.299999237060547,57.900001525878906,2018,
21.299999237060547,57.900001525878906,2019,
21.299999237060547,57.900001525878906,2020,
21.299999237060547,57.79999923706055,2016,
21.299999237060547,57.79999923706055,2017,
21.299999237060547,57.79999923706055,2018,
21.299999237060547,57.79999923706055,2019,
21.299999237060547,57.79999923706055,2020,
21.299999237060547,57.70000076293945,2016,
21.299999237060547,57.70000076293945,2017,
21.299999237060547,57.70000076293945,2018,
21.299999237060547,57.70000076293945,2019,
21.299999237060547,57.70000076293945,2020,
21.299999237060547,57.599998474121094,2016,
21.299999237060547,57.599998474121094,2017,
21.299999237060547,57.599998474121094,2018,
21.299999237060547,57.599998474121094,2019,
21.299999237060547,57.599998474121094,2020,
21.299999237060547,57.5,2016,
21.299999237060547,57.5,2017,
21.299999237060547,57.5,2018,
21.299999237060547,57.5,2019,
21.299999237060547,57.5,2020,
21.299999237060547,57.400001525878906,2016,
21.299999237060547,57.400001525878906,2017,
21.299999237060547,57.400001525878906,2018,
21.299999237060547,57.400001525878906,2019,
21.299999237060547,57.400001525878906,2020,
21.299999237060547,57.29999923706055,2016,
21.299999237060547,57.29999923706055,2017,
21.299999237060547,57.29999923706055,2018,
21.299999237060547,57.29999923706055,2019,
21.299999237060547,57.29999923706055,2020,
21.299999237060547,57.20000076293945,2016,
21.299999237060547,57.20000076293945,2017,
21.299999237060547,57.20000076293945,2018,
21.299999237060547,57.20000076293945,2019,
21.299999237060547,57.20000076293945,2020,
21.299999237060547,57.099998474121094,2016,
21.299999237060547,57.099998474121094,2017,
21.299999237060547,57.099998474121094,2018,
21.299999237060547,57.099998474121094,2019,
21.299999237060547,57.099998474121094,2020,
21.299999237060547,57.0,2016,
21.299999237060547,57.0,2017,
21.299999237060547,57.0,2018,
21.299999237060547,57.0,2019,
21.299999237060547,57.0,2020,
21.399999618530273,60.0,2016,
21.399999618530273,60.0,2017,
21.399999618530273,60.0,2018,
21.399999618530273,60.0,2019,
21.399999618530273,60.0,2020,
21.399999618530273,59.900001525878906,2016,
21.399999618530273,59.900001525878906,2017,
21.399999618530273,59.900001525878906,2018,
21.399999618530273,59.900001525878906,2019,
21.399999618530273,59.900001525878906,2020,
21.399999618530273,59.79999923706055,2016,
21.399999618530273,59.79999923706055,2017,
21.399999618530273,59.79999923706055,2018,
21.399999618530273,59.79999923706055,2019,
21.399999618530273,59.79999923706055,2020,
21.399999618530273,59.70000076293945,2016,
21.399999618530273,59.70000076293945,2017,
21.399999618530273,59.70000076293945,2018,
21.399999618530273,59.70000076293945,2019,
21.399999618530273,59.70000076293945,2020,
21.399999618530273,59.599998474121094,2016,
21.399999618530273,59.599998474121094,2017,
21.399999618530273,59.599998474121094,2018,
21.399999618530273,59.599998474121094,2019,
21.399999618530273,59.599998474121094,2020,
21.399999618530273,59.5,2016,
21.399999618530273,59.5,2017,
21.399999618530273,59.5,2018,
21.399999618530273,59.5,2019,
21.399999618530273,59.5,2020,
21.399999618530273,59.400001525878906,2016,
21.399999618530273,59.400001525878906,2017,
21.399999618530273,59.400001525878906,2018,
21.399999618530273,59.400001525878906,2019,
21.399999618530273,59.400001525878906,2020,
21.399999618530273,59.29999923706055,2016,
21.399999618530273,59.29999923706055,2017,
21.399999618530273,59.29999923706055,2018,
21.399999618530273,59.29999923706055,2019,
21.399999618530273,59.29999923706055,2020,
21.399999618530273,59.20000076293945,2016,
21.399999618530273,59.20000076293945,2017,
21.399999618530273,59.20000076293945,2018,
21.399999618530273,59.20000076293945,2019,
21.399999618530273,59.20000076293945,2020,
21.399999618530273,59.099998474121094,2016,
21.399999618530273,59.099998474121094,2017,
21.399999618530273,59.099998474121094,2018,
21.399999618530273,59.099998474121094,2019,
21.399999618530273,59.099998474121094,2020,
21.399999618530273,59.0,2016,
21.399999618530273,59.0,2017,
21.399999618530273,59.0,2018,
21.399999618530273,59.0,2019,
21.399999618530273,59.0,2020,
21.399999618530273,58.900001525878906,2016,
21.399999618530273,58.900001525878906,2017,
21.399999618530273,58.900001525878906,2018,
21.399999618530273,58.900001525878906,2019,
21.399999618530273,58.900001525878906,2020,
21.399999618530273,58.79999923706055,2016,
21.399999618530273,58.79999923706055,2017,
21.399999618530273,58.79999923706055,2018,
21.399999618530273,58.79999923706055,2019,
21.399999618530273,58.79999923706055,2020,
21.399999618530273,58.70000076293945,2016,
21.399999618530273,58.70000076293945,2017,
21.399999618530273,58.70000076293945,2018,
21.399999618530273,58.70000076293945,2019,
21.399999618530273,58.70000076293945,2020,
21.399999618530273,58.599998474121094,2016,
21.399999618530273,58.599998474121094,2017,
21.399999618530273,58.599998474121094,2018,
21.399999618530273,58.599998474121094,2019,
21.399999618530273,58.599998474121094,2020,
21.399999618530273,58.5,2016,
21.399999618530273,58.5,2017,
21.399999618530273,58.5,2018,
21.399999618530273,58.5,2019,
21.399999618530273,58.5,2020,
21.399999618530273,58.400001525878906,2016,
21.399999618530273,58.400001525878906,2017,
21.399999618530273,58.400001525878906,2018,
21.399999618530273,58.400001525878906,2019,
21.399999618530273,58.400001525878906,2020,
21.399999618530273,58.29999923706055,2016,
21.399999618530273,58.29999923706055,2017,
21.399999618530273,58.29999923706055,2018,
21.399999618530273,58.29999923706055,2019,
21.399999618530273,58.29999923706055,2020,
21.399999618530273,58.20000076293945,2016,
21.399999618530273,58.20000076293945,2017,
21.399999618530273,58.20000076293945,2018,
21.399999618530273,58.20000076293945,2019,
21.399999618530273,58.20000076293945,2020,
21.399999618530273,58.099998474121094,2016,
21.399999618530273,58.099998474121094,2017,
21.399999618530273,58.099998474121094,2018,
21.399999618530273,58.099998474121094,2019,
21.399999618530273,58.099998474121094,2020,
21.399999618530273,58.0,2016,
21.399999618530273,58.0,2017,
21.399999618530273,58.0,2018,
21.399999618530273,58.0,2019,
21.399999618530273,58.0,2020,
21.399999618530273,57.900001525878906,2016,
21.399999618530273,57.900001525878906,2017,
21.399999618530273,57.900001525878906,2018,
21.399999618530273,57.900001525878906,2019,
21.399999618530273,57.900001525878906,2020,
21.399999618530273,57.79999923706055,2016,
21.399999618530273,57.79999923706055,2017,
21.399999618530273,57.79999923706055,2018,
21.399999618530273,57.79999923706055,2019,
21.399999618530273,57.79999923706055,2020,
21.399999618530273,57.70000076293945,2016,
21.399999618530273,57.70000076293945,2017,
21.399999618530273,57.70000076293945,2018,
21.399999618530273,57.70000076293945,2019,
21.399999618530273,57.70000076293945,2020,
21.399999618530273,57.599998474121094,2016,
21.399999618530273,57.599998474121094,2017,
21.399999618530273,57.599998474121094,2018,
21.399999618530273,57.599998474121094,2019,
21.399999618530273,57.599998474121094,2020,
21.399999618530273,57.5,2016,
21.399999618530273,57.5,2017,
21.399999618530273,57.5,2018,
21.399999618530273,57.5,2019,
21.399999618530273,57.5,2020,
21.399999618530273,57.400001525878906,2016,
21.399999618530273,57.400001525878906,2017,
21.399999618530273,57.400001525878906,2018,
21.399999618530273,57.400001525878906,2019,
21.399999618530273,57.400001525878906,2020,
21.399999618530273,57.29999923706055,2016,663.5448
21.399999618530273,57.29999923706055,2017,892.3172
21.399999618530273,57.29999923706055,2018,634.2483
21.399999618530273,57.29999923706055,2019,795.03613
21.399999618530273,57.29999923706055,2020,704.5462
21.399999618530273,57.20000076293945,2016,
21.399999618530273,57.20000076293945,2017,
